# Total velocity (m/s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
26.795,6.687,2.26,0.013,1565.539,1198.229
26.696,6.687,2.26,0.013,1565.532,1198.229
26.597,6.687,2.26,0.013,1565.524,1198.229
26.498,6.687,2.26,0.013,1565.516,1198.229
26.398,6.687,2.26,0.013,1565.508,1198.229
26.299,6.687,2.26,0.013,1565.501,1198.229
26.2,6.687,2.26,0.013,1565.493,1198.229
26.101,6.687,2.26,0.013,1565.485,1198.229
26.002,6.687,2.26,0.013,1565.476,1198.229
25.903,6.687,2.26,0.013,1565.468,1198.229
25.804,6.687,2.26,0.013,1565.46,1198.229
25.705,6.687,2.26,0.013,1565.452,1198.229
25.606,6.687,2.26,0.013,1565.443,1198.229
25.507,6.687,2.26,0.013,1565.435,1198.229
25.409,6.687,2.26,0.013,1565.426,1198.229
25.31,6.687,2.26,0.013,1565.418,1198.229
25.211,6.687,2.26,0.013,1565.409,1198.229
25.112,6.687,2.26,0.013,1565.4,1198.229
25.013,6.687,2.26,0.013,1565.392,1198.229
24.914,6.687,2.26,0.013,1565.383,1198.229
24.815,6.687,2.26,0.013,1565.374,1198.229
24.716,6.687,2.26,0.013,1565.365,1198.229
24.617,6.687,2.26,0.013,1565.355,1198.229
24.518,6.687,2.26,0.013,1565.346,1198.229
24.419,6.687,2.26,0.013,1565.337,1198.229
24.321,6.687,2.26,0.013,1565.327,1198.229
24.222,6.687,2.26,0.013,1565.318,1198.229
24.123,6.687,2.26,0.013,1565.308,1198.229
24.024,6.687,2.26,0.013,1565.298,1198.229
23.925,6.687,2.26,0.013,1565.288,1198.229
23.826,6.687,2.26,0.013,1565.279,1198.229
23.728,6.687,2.26,0.013,1565.268,1198.229
23.629,6.687,2.26,0.013,1565.258,1198.229
23.53,6.687,2.26,0.013,1565.248,1198.229
23.431,6.687,2.26,0.013,1565.238,1198.229
23.332,6.687,2.26,0.013,1565.227,1198.229
23.234,6.687,2.26,0.013,1565.217,1198.229
23.135,6.687,2.26,0.013,1565.206,1198.229
23.036,6.687,2.26,0.013,1565.195,1198.229
22.937,6.687,2.26,0.013,1565.184,1198.229
22.839,6.687,2.26,0.013,1565.173,1198.229
22.74,6.687,2.26,0.013,1565.162,1198.229
22.641,6.687,2.26,0.013,1565.15,1198.229
22.543,6.687,2.26,0.013,1565.139,1198.229
22.444,6.687,2.26,0.013,1565.127,1198.229
22.345,6.687,2.26,0.013,1565.115,1198.229
22.246,6.687,2.26,0.013,1565.103,1198.229
22.148,6.687,2.26,0.013,1565.091,1198.229
22.049,6.687,2.26,0.013,1565.079,1198.229
21.95,6.687,2.26,0.013,1565.067,1198.229
21.852,6.687,2.26,0.013,1565.054,1198.229
21.753,6.687,2.26,0.013,1565.041,1198.229
21.654,6.687,2.26,0.013,1565.029,1198.229
21.556,6.687,2.26,0.013,1565.015,1198.229
21.457,6.687,2.26,0.013,1565.002,1198.229
21.359,6.687,2.26,0.013,1564.989,1198.229
21.26,6.687,2.26,0.013,1564.975,1198.229
21.161,6.687,2.26,0.013,1564.962,1198.229
21.063,6.687,2.26,0.013,1564.948,1198.229
20.964,6.687,2.26,0.013,1564.934,1198.229
20.866,6.687,2.26,0.013,1564.919,1198.229
20.767,6.687,2.26,0.013,1564.905,1198.229
20.668,6.687,2.26,0.013,1564.89,1198.229
20.57,6.687,2.26,0.013,1564.875,1198.229
20.471,6.687,2.26,0.013,1564.86,1198.229
20.373,6.687,2.26,0.013,1564.845,1198.229
20.274,6.687,2.26,0.013,1564.829,1198.229
20.176,6.687,2.26,0.013,1564.813,1198.229
20.077,6.687,2.26,0.013,1564.797,1198.229
19.979,6.687,2.26,0.013,1564.781,1198.229
19.88,6.687,2.26,0.013,1564.765,1198.229
19.782,6.687,2.26,0.013,1564.748,1198.229
19.683,6.687,2.26,0.013,1564.731,1198.229
19.585,6.687,2.26,0.013,1564.714,1198.229
19.486,6.687,2.26,0.013,1564.696,1198.229
19.388,6.687,2.26,0.013,1564.679,1198.229
19.289,6.687,2.26,0.013,1564.661,1198.229
19.191,6.687,2.26,0.013,1564.642,1198.229
19.092,6.687,2.26,0.013,1564.624,1198.229
18.994,6.687,2.26,0.013,1564.605,1198.229
18.895,6.687,2.26,0.013,1564.586,1198.229
18.797,6.687,2.26,0.013,1564.566,1198.229
18.699,6.687,2.26,0.013,1564.546,1198.229
18.6,6.687,2.26,0.013,1564.526,1198.229
18.502,6.687,2.26,0.013,1564.506,1198.229
18.403,6.687,2.26,0.013,1564.485,1198.229
18.305,6.687,2.26,0.013,1564.464,1198.229
18.206,6.687,2.26,0.013,1564.443,1198.229
18.108,6.687,2.26,0.013,1564.421,1198.229
18.01,6.687,2.26,0.013,1564.399,1198.229
17.911,6.687,2.26,0.013,1564.376,1198.229
17.813,6.687,2.26,0.013,1564.354,1198.229
17.715,6.687,2.26,0.013,1564.33,1198.229
17.616,6.687,2.26,0.013,1564.307,1198.229
17.518,6.687,2.26,0.013,1564.283,1198.229
17.42,6.687,2.26,0.013,1564.258,1198.229
17.321,6.687,2.26,0.013,1564.233,1198.229
17.223,6.687,2.26,0.013,1564.208,1198.229
17.125,6.687,2.26,0.013,1564.182,1198.229
17.026,6.687,2.26,0.013,1564.156,1198.229
16.928,6.687,2.26,0.013,1564.129,1198.229
16.83,6.687,2.26,0.013,1564.102,1198.229
16.731,6.687,2.26,0.013,1564.075,1198.229
16.633,6.687,2.26,0.013,1564.047,1198.229
16.535,6.687,2.26,0.013,1564.018,1198.229
16.436,6.687,2.26,0.013,1563.989,1198.229
16.338,6.687,2.26,0.013,1563.959,1198.229
16.24,6.687,2.26,0.013,1563.929,1198.229
16.142,6.687,2.26,0.013,1563.898,1198.229
16.043,6.687,2.26,0.013,1563.867,1198.229
15.945,6.687,2.26,0.013,1563.835,1198.229
15.847,6.687,2.26,0.013,1563.803,1198.229
15.749,6.687,2.26,0.013,1563.77,1198.229
15.65,6.687,2.26,0.013,1563.736,1198.229
15.552,6.687,2.26,0.013,1563.702,1198.229
15.454,6.687,2.26,0.013,1563.667,1198.229
15.356,6.687,2.26,0.013,1563.631,1198.229
15.257,6.687,2.26,0.013,1563.595,1198.229
15.159,6.687,2.26,0.013,1563.558,1198.229
15.061,6.687,2.26,0.013,1563.52,1198.229
14.963,6.687,2.26,0.013,1563.482,1198.229
14.865,6.687,2.26,0.013,1563.443,1198.229
14.766,6.687,2.26,0.013,1563.403,1198.229
14.668,6.687,2.26,0.013,1563.362,1198.229
14.57,6.687,2.26,0.013,1563.32,1198.229
14.472,6.687,2.26,0.013,1563.278,1198.229
14.374,6.687,2.26,0.013,1563.235,1198.229
14.276,6.687,2.26,0.013,1563.191,1198.229
14.177,6.687,2.26,0.013,1563.146,1198.229
14.079,6.687,2.26,0.013,1563.1,1198.229
13.981,6.687,2.26,0.013,1563.053,1198.229
13.883,6.687,2.26,0.013,1563.005,1198.229
13.785,6.687,2.26,0.013,1562.956,1198.229
13.687,6.687,2.26,0.013,1562.907,1198.229
13.589,6.687,2.26,0.013,1562.856,1198.229
13.491,6.687,2.26,0.013,1562.804,1198.229
13.392,6.687,2.26,0.013,1562.751,1198.229
13.294,6.687,2.26,0.013,1562.697,1198.229
13.196,6.687,2.26,0.013,1562.642,1198.229
13.098,6.687,2.26,0.013,1562.586,1198.229
13,6.687,2.26,0.013,1562.528,1198.229
12.902,6.687,2.26,0.013,1562.469,1198.229
12.804,6.687,2.26,0.013,1562.409,1198.229
12.706,6.687,2.26,0.013,1562.348,1198.229
12.608,6.687,2.26,0.013,1562.285,1198.229
12.51,6.687,2.26,0.013,1562.221,1198.229
12.412,6.687,2.26,0.013,1562.155,1198.229
12.314,6.687,2.26,0.013,1562.089,1198.229
12.215,6.687,2.26,0.013,1562.02,1198.229
12.117,6.687,2.26,0.013,1561.95,1198.229
12.019,6.687,2.26,0.013,1561.879,1198.229
11.921,6.687,2.26,0.013,1561.806,1198.229
11.823,6.687,2.26,0.013,1561.731,1198.229
11.725,6.687,2.26,0.013,1561.654,1198.229
11.627,6.687,2.26,0.013,1561.576,1198.229
11.529,6.687,2.26,0.013,1561.496,1198.229
11.431,6.687,2.26,0.013,1561.414,1198.229
11.333,6.687,2.26,0.013,1561.33,1198.229
11.235,6.687,2.26,0.013,1561.245,1198.229
11.137,6.687,2.26,0.013,1561.157,1198.229
11.039,6.687,2.26,0.013,1561.067,1198.229
10.941,6.687,2.26,0.013,1560.975,1198.229
10.843,6.687,2.26,0.013,1560.881,1198.229
10.745,6.687,2.26,0.013,1560.784,1198.229
10.647,6.687,2.26,0.013,1560.686,1198.229
10.549,6.687,2.26,0.013,1560.585,1198.229
10.451,6.687,2.26,0.013,1560.481,1198.229
10.353,6.687,2.26,0.013,1560.375,1198.229
10.255,6.687,2.26,0.013,1560.266,1198.229
10.157,6.687,2.26,0.013,1560.154,1198.229
10.059,6.687,2.26,0.013,1560.04,1198.229
9.962,6.687,2.26,0.013,1559.923,1198.229
9.864,6.687,2.26,0.013,1559.802,1198.229
9.766,6.687,2.26,0.013,1559.679,1198.229
9.668,6.687,2.26,0.013,1559.553,1198.229
9.57,6.687,2.26,0.013,1559.423,1198.229
9.472,6.687,2.26,0.013,1559.29,1198.229
9.374,6.687,2.26,0.013,1559.153,1198.229
9.276,6.687,2.26,0.013,1559.013,1198.229
9.178,6.687,2.26,0.013,1558.869,1198.229
9.08,6.687,2.26,0.013,1558.721,1198.229
8.982,6.687,2.26,0.013,1558.57,1198.229
8.884,6.687,2.26,0.013,1558.414,1198.229
8.787,6.687,2.26,0.013,1558.254,1198.229
8.689,6.687,2.26,0.013,1558.089,1198.229
8.591,6.687,2.26,0.013,1557.92,1198.229
8.493,6.687,2.26,0.013,1557.746,1198.229
8.395,6.687,2.26,0.013,1557.567,1198.229
8.297,6.687,2.26,0.013,1557.384,1198.229
8.199,6.687,2.26,0.013,1557.195,1198.229
8.101,6.687,2.26,0.013,1557,1198.229
8.003,6.687,2.26,0.013,1556.8,1198.229
7.906,6.687,2.26,0.013,1556.594,1198.229
7.808,6.687,2.26,0.013,1556.382,1198.229
7.71,6.687,2.26,0.013,1556.163,1198.229
7.612,6.687,2.26,0.013,1555.938,1198.229
7.514,6.687,2.26,0.013,1555.707,1198.229
7.416,6.687,2.26,0.013,1555.468,1198.229
7.319,6.687,2.26,0.013,1555.221,1198.229
7.221,6.687,2.26,0.013,1554.967,1198.229
7.123,6.687,2.26,0.013,1554.705,1198.229
7.025,6.687,2.26,0.013,1554.435,1198.229
6.927,6.687,2.26,0.013,1554.156,1198.229
6.829,6.687,2.26,0.013,1553.868,1198.229
6.732,6.687,2.26,0.013,1553.571,1198.229
6.634,6.687,2.26,0.013,1553.264,1198.229
6.536,6.687,2.26,0.013,1552.946,1198.229
6.438,6.687,2.26,0.013,1552.618,1198.229
6.34,6.687,2.26,0.013,1552.278,1198.229
6.243,6.687,2.26,0.013,1551.927,1198.229
6.145,6.687,2.26,0.013,1551.564,1198.229
6.047,6.687,2.26,0.013,1551.187,1198.229
5.949,6.687,2.26,0.013,1550.797,1198.229
5.852,6.687,2.26,0.013,1550.394,1198.229
5.754,6.687,2.26,0.013,1549.975,1198.229
5.656,6.687,2.26,0.013,1549.54,1198.229
5.558,6.687,2.26,0.013,1549.09,1198.229
5.461,6.687,2.26,0.013,1548.622,1198.229
5.363,6.687,2.26,0.013,1548.136,1198.229
5.265,6.687,2.26,0.013,1547.631,1198.229
5.167,6.687,2.26,0.013,1547.106,1198.229
5.07,6.687,2.26,0.013,1546.56,1198.229
4.972,6.687,2.26,0.013,1545.991,1198.229
4.874,6.687,2.26,0.013,1545.399,1198.229
4.777,6.687,2.26,0.013,1544.782,1198.229
4.679,6.687,2.26,0.013,1544.138,1198.229
4.581,6.687,2.26,0.013,1543.466,1198.229
4.484,6.687,2.26,0.013,1542.764,1198.229
4.386,6.687,2.26,0.013,1542.031,1198.229
4.288,6.687,2.26,0.013,1541.264,1198.229
4.191,6.687,2.26,0.013,1540.461,1198.229
4.093,6.687,2.26,0.013,1539.62,1198.229
3.995,6.687,2.26,0.013,1538.738,1198.229
3.898,6.687,2.26,0.013,1537.812,1198.229
3.8,6.687,2.26,0.013,1536.839,1198.229
3.702,6.687,2.26,0.013,1535.816,1198.229
3.605,6.687,2.26,0.013,1534.739,1198.229
3.507,6.687,2.26,0.013,1533.604,1198.229
3.41,6.687,2.26,0.013,1532.407,1198.229
3.312,6.687,2.26,0.013,1531.141,1198.229
3.215,6.687,2.26,0.013,1529.803,1198.229
3.117,6.687,2.26,0.013,1528.385,1198.229
3.02,6.687,2.26,0.013,1526.88,1198.229
2.922,6.687,2.26,0.013,1525.281,1198.229
2.825,6.687,2.26,0.013,1523.58,1198.229
2.727,6.687,2.26,0.013,1521.765,1198.229
2.63,6.687,2.26,0.013,1519.827,1198.229
2.533,6.687,2.26,0.013,1517.753,1198.229
2.435,6.687,2.26,0.013,1515.528,1198.229
2.338,6.687,2.26,0.013,1513.136,1198.229
2.241,6.687,2.26,0.013,1510.558,1198.229
2.144,6.687,2.26,0.013,1507.773,1198.229
2.047,6.687,2.26,0.013,1504.754,1198.229
1.949,6.687,2.26,0.013,1501.474,1198.229
1.853,6.687,2.26,0.013,1497.896,1198.229
1.756,6.687,2.26,0.013,1493.98,1198.229
1.659,6.687,2.26,0.013,1489.678,1198.229
1.562,6.687,2.26,0.013,1484.93,1198.229
1.466,6.687,2.26,0.013,1479.666,1198.229
1.369,6.687,2.26,0.013,1473.799,1198.229
1.273,6.687,2.26,0.013,1467.222,1198.229
1.177,6.687,2.26,0.013,1459.804,1198.229
1.082,6.687,2.26,0.013,1451.377,1198.229
0.987,6.687,2.26,0.013,1441.728,1198.229
0.892,6.687,2.26,0.013,1430.585,1198.229
0.799,6.687,2.26,0.013,1417.593,1198.229
0.706,6.687,2.26,0.013,1402.286,1198.229
0.615,6.687,2.26,0.013,1384.06,1198.229
0.527,6.687,2.26,0.013,1362.148,1198.229
0.442,6.687,2.26,0.013,1335.688,1198.229
0.364,6.687,2.26,0.013,1304.201,1198.229
0.299,6.687,2.26,0.013,1269.941,1198.229
0.254,6.687,2.26,0.013,1613.409,1198.229
0.243,6.687,2.26,0.013,1684.092,1198.229
0.27,6.687,2.26,0.013,1760.765,1198.229
0.325,6.687,2.26,0.013,1804.151,1198.229
0.397,6.687,2.26,0.013,1826.967,1198.229
# Event APOGEE occurred at t=27.726 seconds
0.478,6.687,2.26,0.013,1840.23,1198.229
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=27.727 seconds
0.564,6.687,2.26,0.013,1848.719,1198.229
0.539,6.687,NaN,NaN,NaN,NaN
5.408,6.687,NaN,NaN,NaN,NaN
10.115,6.687,NaN,NaN,NaN,NaN
14.372,6.687,NaN,NaN,NaN,NaN
17.179,6.687,NaN,NaN,NaN,NaN
19.352,6.687,NaN,NaN,NaN,NaN
21.207,6.687,NaN,NaN,NaN,NaN
22.832,6.687,NaN,NaN,NaN,NaN
24.269,6.687,NaN,NaN,NaN,NaN
25.507,6.687,NaN,NaN,NaN,NaN
26.358,6.687,NaN,NaN,NaN,NaN
26.928,6.687,NaN,NaN,NaN,NaN
27.304,6.687,NaN,NaN,NaN,NaN
27.545,6.687,NaN,NaN,NaN,NaN
27.697,6.687,NaN,NaN,NaN,NaN
27.79,6.687,NaN,NaN,NaN,NaN
27.843,6.687,NaN,NaN,NaN,NaN
27.87,6.687,NaN,NaN,NaN,NaN
27.881,6.687,NaN,NaN,NaN,NaN
27.88,6.687,NaN,NaN,NaN,NaN
27.871,6.687,NaN,NaN,NaN,NaN
27.858,6.687,NaN,NaN,NaN,NaN
27.842,6.687,NaN,NaN,NaN,NaN
27.823,6.687,NaN,NaN,NaN,NaN
27.804,6.687,NaN,NaN,NaN,NaN
27.783,6.687,NaN,NaN,NaN,NaN
27.763,6.687,NaN,NaN,NaN,NaN
27.742,6.687,NaN,NaN,NaN,NaN
27.72,6.687,NaN,NaN,NaN,NaN
27.699,6.687,NaN,NaN,NaN,NaN
27.678,6.687,NaN,NaN,NaN,NaN
27.656,6.687,NaN,NaN,NaN,NaN
27.635,6.687,NaN,NaN,NaN,NaN
27.614,6.687,NaN,NaN,NaN,NaN
27.592,6.687,NaN,NaN,NaN,NaN
27.571,6.687,NaN,NaN,NaN,NaN
27.55,6.687,NaN,NaN,NaN,NaN
27.529,6.687,NaN,NaN,NaN,NaN
27.508,6.687,NaN,NaN,NaN,NaN
27.488,6.687,NaN,NaN,NaN,NaN
27.467,6.687,NaN,NaN,NaN,NaN
27.446,6.687,NaN,NaN,NaN,NaN
27.426,6.687,NaN,NaN,NaN,NaN
27.405,6.687,NaN,NaN,NaN,NaN
27.385,6.687,NaN,NaN,NaN,NaN
27.364,6.687,NaN,NaN,NaN,NaN
27.344,6.687,NaN,NaN,NaN,NaN
27.324,6.687,NaN,NaN,NaN,NaN
27.304,6.687,NaN,NaN,NaN,NaN
27.284,6.687,NaN,NaN,NaN,NaN
27.264,6.687,NaN,NaN,NaN,NaN
27.244,6.687,NaN,NaN,NaN,NaN
27.224,6.687,NaN,NaN,NaN,NaN
27.204,6.687,NaN,NaN,NaN,NaN
27.184,6.687,NaN,NaN,NaN,NaN
27.164,6.687,NaN,NaN,NaN,NaN
27.144,6.687,NaN,NaN,NaN,NaN
27.123,6.687,NaN,NaN,NaN,NaN
27.103,6.687,NaN,NaN,NaN,NaN
27.082,6.687,NaN,NaN,NaN,NaN
27.062,6.687,NaN,NaN,NaN,NaN
27.041,6.687,NaN,NaN,NaN,NaN
27.021,6.687,NaN,NaN,NaN,NaN
27,6.687,NaN,NaN,NaN,NaN
26.98,6.687,NaN,NaN,NaN,NaN
26.96,6.687,NaN,NaN,NaN,NaN
26.94,6.687,NaN,NaN,NaN,NaN
26.919,6.687,NaN,NaN,NaN,NaN
26.899,6.687,NaN,NaN,NaN,NaN
26.88,6.687,NaN,NaN,NaN,NaN
26.86,6.687,NaN,NaN,NaN,NaN
26.84,6.687,NaN,NaN,NaN,NaN
26.82,6.687,NaN,NaN,NaN,NaN
26.8,6.687,NaN,NaN,NaN,NaN
26.781,6.687,NaN,NaN,NaN,NaN
26.761,6.687,NaN,NaN,NaN,NaN
26.742,6.687,NaN,NaN,NaN,NaN
26.723,6.687,NaN,NaN,NaN,NaN
26.703,6.687,NaN,NaN,NaN,NaN
26.684,6.687,NaN,NaN,NaN,NaN
26.665,6.687,NaN,NaN,NaN,NaN
26.646,6.687,NaN,NaN,NaN,NaN
26.627,6.687,NaN,NaN,NaN,NaN
26.608,6.687,NaN,NaN,NaN,NaN
26.589,6.687,NaN,NaN,NaN,NaN
26.57,6.687,NaN,NaN,NaN,NaN
26.551,6.687,NaN,NaN,NaN,NaN
26.533,6.687,NaN,NaN,NaN,NaN
26.514,6.687,NaN,NaN,NaN,NaN
26.495,6.687,NaN,NaN,NaN,NaN
26.477,6.687,NaN,NaN,NaN,NaN
26.459,6.687,NaN,NaN,NaN,NaN
26.44,6.687,NaN,NaN,NaN,NaN
26.421,6.687,NaN,NaN,NaN,NaN
26.402,6.687,NaN,NaN,NaN,NaN
26.382,6.687,NaN,NaN,NaN,NaN
26.363,6.687,NaN,NaN,NaN,NaN
26.344,6.687,NaN,NaN,NaN,NaN
26.325,6.687,NaN,NaN,NaN,NaN
26.306,6.687,NaN,NaN,NaN,NaN
26.287,6.687,NaN,NaN,NaN,NaN
26.268,6.687,NaN,NaN,NaN,NaN
26.249,6.687,NaN,NaN,NaN,NaN
26.23,6.687,NaN,NaN,NaN,NaN
26.211,6.687,NaN,NaN,NaN,NaN
26.192,6.687,NaN,NaN,NaN,NaN
26.174,6.687,NaN,NaN,NaN,NaN
26.155,6.687,NaN,NaN,NaN,NaN
26.136,6.687,NaN,NaN,NaN,NaN
26.118,6.687,NaN,NaN,NaN,NaN
26.099,6.687,NaN,NaN,NaN,NaN
26.081,6.687,NaN,NaN,NaN,NaN
26.063,6.687,NaN,NaN,NaN,NaN
26.045,6.687,NaN,NaN,NaN,NaN
26.026,6.687,NaN,NaN,NaN,NaN
26.008,6.687,NaN,NaN,NaN,NaN
25.99,6.687,NaN,NaN,NaN,NaN
25.972,6.687,NaN,NaN,NaN,NaN
25.954,6.687,NaN,NaN,NaN,NaN
25.937,6.687,NaN,NaN,NaN,NaN
25.919,6.687,NaN,NaN,NaN,NaN
25.901,6.687,NaN,NaN,NaN,NaN
25.883,6.687,NaN,NaN,NaN,NaN
25.866,6.687,NaN,NaN,NaN,NaN
25.848,6.687,NaN,NaN,NaN,NaN
25.831,6.687,NaN,NaN,NaN,NaN
25.813,6.687,NaN,NaN,NaN,NaN
25.796,6.687,NaN,NaN,NaN,NaN
25.779,6.687,NaN,NaN,NaN,NaN
25.761,6.687,NaN,NaN,NaN,NaN
25.744,6.687,NaN,NaN,NaN,NaN
25.726,6.687,NaN,NaN,NaN,NaN
25.708,6.687,NaN,NaN,NaN,NaN
25.69,6.687,NaN,NaN,NaN,NaN
25.672,6.687,NaN,NaN,NaN,NaN
25.654,6.687,NaN,NaN,NaN,NaN
25.636,6.687,NaN,NaN,NaN,NaN
25.618,6.687,NaN,NaN,NaN,NaN
25.6,6.687,NaN,NaN,NaN,NaN
25.583,6.687,NaN,NaN,NaN,NaN
25.565,6.687,NaN,NaN,NaN,NaN
25.547,6.687,NaN,NaN,NaN,NaN
25.53,6.687,NaN,NaN,NaN,NaN
25.512,6.687,NaN,NaN,NaN,NaN
25.495,6.687,NaN,NaN,NaN,NaN
25.477,6.687,NaN,NaN,NaN,NaN
25.46,6.687,NaN,NaN,NaN,NaN
25.442,6.687,NaN,NaN,NaN,NaN
25.425,6.687,NaN,NaN,NaN,NaN
25.408,6.687,NaN,NaN,NaN,NaN
25.391,6.687,NaN,NaN,NaN,NaN
25.374,6.687,NaN,NaN,NaN,NaN
25.357,6.687,NaN,NaN,NaN,NaN
25.34,6.687,NaN,NaN,NaN,NaN
25.323,6.687,NaN,NaN,NaN,NaN
25.306,6.687,NaN,NaN,NaN,NaN
25.289,6.687,NaN,NaN,NaN,NaN
25.272,6.687,NaN,NaN,NaN,NaN
25.255,6.687,NaN,NaN,NaN,NaN
25.239,6.687,NaN,NaN,NaN,NaN
25.222,6.687,NaN,NaN,NaN,NaN
25.206,6.687,NaN,NaN,NaN,NaN
25.189,6.687,NaN,NaN,NaN,NaN
25.173,6.687,NaN,NaN,NaN,NaN
25.156,6.687,NaN,NaN,NaN,NaN
25.14,6.687,NaN,NaN,NaN,NaN
25.124,6.687,NaN,NaN,NaN,NaN
25.107,6.687,NaN,NaN,NaN,NaN
25.091,6.687,NaN,NaN,NaN,NaN
25.075,6.687,NaN,NaN,NaN,NaN
25.058,6.687,NaN,NaN,NaN,NaN
25.042,6.687,NaN,NaN,NaN,NaN
25.025,6.687,NaN,NaN,NaN,NaN
25.008,6.687,NaN,NaN,NaN,NaN
24.991,6.687,NaN,NaN,NaN,NaN
24.974,6.687,NaN,NaN,NaN,NaN
24.958,6.687,NaN,NaN,NaN,NaN
24.941,6.687,NaN,NaN,NaN,NaN
24.924,6.687,NaN,NaN,NaN,NaN
24.907,6.687,NaN,NaN,NaN,NaN
24.891,6.687,NaN,NaN,NaN,NaN
24.874,6.687,NaN,NaN,NaN,NaN
24.858,6.687,NaN,NaN,NaN,NaN
24.841,6.687,NaN,NaN,NaN,NaN
24.825,6.687,NaN,NaN,NaN,NaN
24.809,6.687,NaN,NaN,NaN,NaN
24.792,6.687,NaN,NaN,NaN,NaN
24.776,6.687,NaN,NaN,NaN,NaN
24.76,6.687,NaN,NaN,NaN,NaN
24.744,6.687,NaN,NaN,NaN,NaN
24.728,6.687,NaN,NaN,NaN,NaN
24.712,6.687,NaN,NaN,NaN,NaN
24.696,6.687,NaN,NaN,NaN,NaN
24.68,6.687,NaN,NaN,NaN,NaN
24.664,6.687,NaN,NaN,NaN,NaN
24.648,6.687,NaN,NaN,NaN,NaN
24.633,6.687,NaN,NaN,NaN,NaN
24.617,6.687,NaN,NaN,NaN,NaN
24.601,6.687,NaN,NaN,NaN,NaN
24.586,6.687,NaN,NaN,NaN,NaN
24.57,6.687,NaN,NaN,NaN,NaN
24.554,6.687,NaN,NaN,NaN,NaN
24.539,6.687,NaN,NaN,NaN,NaN
24.524,6.687,NaN,NaN,NaN,NaN
24.508,6.687,NaN,NaN,NaN,NaN
24.493,6.687,NaN,NaN,NaN,NaN
24.478,6.687,NaN,NaN,NaN,NaN
24.462,6.687,NaN,NaN,NaN,NaN
24.447,6.687,NaN,NaN,NaN,NaN
24.432,6.687,NaN,NaN,NaN,NaN
24.417,6.687,NaN,NaN,NaN,NaN
24.401,6.687,NaN,NaN,NaN,NaN
24.385,6.687,NaN,NaN,NaN,NaN
24.369,6.687,NaN,NaN,NaN,NaN
24.354,6.687,NaN,NaN,NaN,NaN
24.338,6.687,NaN,NaN,NaN,NaN
24.322,6.687,NaN,NaN,NaN,NaN
24.306,6.687,NaN,NaN,NaN,NaN
24.291,6.687,NaN,NaN,NaN,NaN
24.275,6.687,NaN,NaN,NaN,NaN
24.26,6.687,NaN,NaN,NaN,NaN
24.244,6.687,NaN,NaN,NaN,NaN
24.229,6.687,NaN,NaN,NaN,NaN
24.213,6.687,NaN,NaN,NaN,NaN
24.198,6.687,NaN,NaN,NaN,NaN
24.182,6.687,NaN,NaN,NaN,NaN
24.167,6.687,NaN,NaN,NaN,NaN
24.152,6.687,NaN,NaN,NaN,NaN
24.137,6.687,NaN,NaN,NaN,NaN
24.121,6.687,NaN,NaN,NaN,NaN
24.106,6.687,NaN,NaN,NaN,NaN
24.091,6.687,NaN,NaN,NaN,NaN
24.076,6.687,NaN,NaN,NaN,NaN
24.061,6.687,NaN,NaN,NaN,NaN
24.046,6.687,NaN,NaN,NaN,NaN
24.032,6.687,NaN,NaN,NaN,NaN
24.017,6.687,NaN,NaN,NaN,NaN
24.002,6.687,NaN,NaN,NaN,NaN
23.987,6.687,NaN,NaN,NaN,NaN
23.973,6.687,NaN,NaN,NaN,NaN
23.958,6.687,NaN,NaN,NaN,NaN
23.943,6.687,NaN,NaN,NaN,NaN
23.929,6.687,NaN,NaN,NaN,NaN
23.914,6.687,NaN,NaN,NaN,NaN
23.9,6.687,NaN,NaN,NaN,NaN
23.885,6.687,NaN,NaN,NaN,NaN
23.871,6.687,NaN,NaN,NaN,NaN
23.857,6.687,NaN,NaN,NaN,NaN
23.842,6.687,NaN,NaN,NaN,NaN
23.828,6.687,NaN,NaN,NaN,NaN
23.814,6.687,NaN,NaN,NaN,NaN
23.8,6.687,NaN,NaN,NaN,NaN
23.785,6.687,NaN,NaN,NaN,NaN
23.77,6.687,NaN,NaN,NaN,NaN
23.755,6.687,NaN,NaN,NaN,NaN
23.741,6.687,NaN,NaN,NaN,NaN
23.726,6.687,NaN,NaN,NaN,NaN
23.711,6.687,NaN,NaN,NaN,NaN
23.696,6.687,NaN,NaN,NaN,NaN
23.681,6.687,NaN,NaN,NaN,NaN
23.667,6.687,NaN,NaN,NaN,NaN
23.652,6.687,NaN,NaN,NaN,NaN
23.638,6.687,NaN,NaN,NaN,NaN
23.623,6.687,NaN,NaN,NaN,NaN
23.608,6.687,NaN,NaN,NaN,NaN
23.594,6.687,NaN,NaN,NaN,NaN
23.58,6.687,NaN,NaN,NaN,NaN
23.565,6.687,NaN,NaN,NaN,NaN
23.551,6.687,NaN,NaN,NaN,NaN
23.537,6.687,NaN,NaN,NaN,NaN
23.522,6.687,NaN,NaN,NaN,NaN
23.508,6.687,NaN,NaN,NaN,NaN
23.494,6.687,NaN,NaN,NaN,NaN
23.48,6.687,NaN,NaN,NaN,NaN
